Date,AccountCode,AccountName,Type,Amount
2025-09-14,5200,COGS - Platform Fees,COGS,-812.73
2025-09-14,5100,COGS - Shipping,COGS,-784.37
2025-09-14,5000,COGS - Merchandise,COGS,-7063.12
2025-09-14,4000,Revenue,Revenue,13011.73
2025-09-15,5100,COGS - Shipping,COGS,-760.36
2025-09-15,5000,COGS - Merchandise,COGS,-7615.14
2025-09-15,4000,Revenue,Revenue,13594.71
2025-09-15,5200,COGS - Platform Fees,COGS,-1024.35
2025-09-16,4000,Revenue,Revenue,9582.62
2025-09-16,5000,COGS - Merchandise,COGS,-5189.75
2025-09-16,5100,COGS - Shipping,COGS,-549.6
2025-09-16,5200,COGS - Platform Fees,COGS,-638.85
2025-09-17,5200,COGS - Platform Fees,COGS,-803.75
2025-09-17,5000,COGS - Merchandise,COGS,-7051.33
2025-09-17,4000,Revenue,Revenue,13054.52
2025-09-17,5100,COGS - Shipping,COGS,-799.75
2025-09-18,4000,Revenue,Revenue,12439.24
2025-09-18,5000,COGS - Merchandise,COGS,-6478.7
2025-09-18,5100,COGS - Shipping,COGS,-839.05
2025-09-18,5200,COGS - Platform Fees,COGS,-840.02
2025-09-19,5200,COGS - Platform Fees,COGS,-685.92
2025-09-19,4000,Revenue,Revenue,11885.81
2025-09-19,5000,COGS - Merchandise,COGS,-6425.22
2025-09-19,5100,COGS - Shipping,COGS,-694.45
2025-09-20,4000,Revenue,Revenue,13635.1
2025-09-20,5000,COGS - Merchandise,COGS,-7476.39
2025-09-20,5100,COGS - Shipping,COGS,-785.87
2025-09-20,5200,COGS - Platform Fees,COGS,-782.22
2025-09-21,5000,COGS - Merchandise,COGS,-6206.64
2025-09-21,5100,COGS - Shipping,COGS,-644.24
2025-09-21,5200,COGS - Platform Fees,COGS,-767.23
2025-09-21,4000,Revenue,Revenue,11416.58
2025-09-22,5100,COGS - Shipping,COGS,-702.8
2025-09-22,4000,Revenue,Revenue,14091.2
2025-09-22,5000,COGS - Merchandise,COGS,-8157.85
2025-09-22,5200,COGS - Platform Fees,COGS,-930.1
2025-09-23,5000,COGS - Merchandise,COGS,-4945.25
2025-09-23,5100,COGS - Shipping,COGS,-612.29
2025-09-23,5200,COGS - Platform Fees,COGS,-534.98
2025-09-23,4000,Revenue,Revenue,9193.26
2025-09-24,4000,Revenue,Revenue,12614.24
2025-09-24,5000,COGS - Merchandise,COGS,-6853.24
2025-09-24,5100,COGS - Shipping,COGS,-727.74
2025-09-24,5200,COGS - Platform Fees,COGS,-764.33
2025-09-25,4000,Revenue,Revenue,13663.61
2025-09-25,5000,COGS - Merchandise,COGS,-7688.36
2025-09-25,5100,COGS - Shipping,COGS,-758.48
2025-09-25,5200,COGS - Platform Fees,COGS,-828.65
2025-09-26,5200,COGS - Platform Fees,COGS,-929.31
2025-09-26,4000,Revenue,Revenue,16423.08
2025-09-26,5100,COGS - Shipping,COGS,-826.77
2025-09-26,5000,COGS - Merchandise,COGS,-9507.63
2025-09-27,4000,Revenue,Revenue,12257.7
2025-09-27,5000,COGS - Merchandise,COGS,-6457.28
2025-09-27,5100,COGS - Shipping,COGS,-750.24
2025-09-27,5200,COGS - Platform Fees,COGS,-702.6
2025-09-28,4000,Revenue,Revenue,7377.4
2025-09-28,5000,COGS - Merchandise,COGS,-3659.24
2025-09-28,5100,COGS - Shipping,COGS,-551.78
2025-09-28,5200,COGS - Platform Fees,COGS,-430.79
2025-09-29,4000,Revenue,Revenue,12958.8
2025-09-29,5000,COGS - Merchandise,COGS,-7215.43
2025-09-29,5100,COGS - Shipping,COGS,-776.91
2025-09-29,5200,COGS - Platform Fees,COGS,-752.4
2025-09-30,5100,COGS - Shipping,COGS,-569.7
2025-09-30,6350,OPEX - Tools & SaaS,OPEX,-836.93
2025-09-30,6300,OPEX - Utilities,OPEX,-1030.79
2025-09-30,6200,OPEX - Rent,OPEX,-6337.28
2025-09-30,6100,OPEX - Salaries,OPEX,-39022.2
2025-09-30,6000,OPEX - Advertising,OPEX,-27588.86
2025-09-30,5200,COGS - Platform Fees,COGS,-653.47
2025-09-30,4000,Revenue,Revenue,10189.27
2025-09-30,5000,COGS - Merchandise,COGS,-5665.85
2025-09-30,6400,OPEX - Logistics Overhead,OPEX,-1596.73
2025-09-30,8000,Taxes - Income/Turnover,Taxes,-22209.73
